Unnamed: 0,userName,content,score,thumbsUpCount,at,replyContent,repliedAt,appVersion,App,emojis_gpt,pos_ux_gpt,neg_ux_gpt,pos_ppl_gpt,neg_ppl_gpt,price_gpt,fraud_gpt,ban_gpt,pos_sent_gpt,neg_sent_gpt,content_word_count
80,Mark Bleach,Rubbish keep crashing and doesn't refresh 😡 and they want you to pay lol yeah right,1,1,2025-03-07 23:08:04,"¡Hola Mark Bleach! Gracias por ponerte en contacto con nosotros. Visita grindr.me/supportform para compartir más detalles o, en tu aplicación Grindr, accede a Configuración > Ayuda > Ponerse en contacto para obtener asistencia directa. Gracias por formar parte de la comunidad Grindr.",2025-03-09 00:19:45,25.2.0,Grindr,1,0,1,0,0,1,0,0,0,1,16
81,Emma,Give 5 stars & get premium for a day. I'm on it.,5,0,2025-02-12 00:43:05,Thank you for letting us know that you are liking the app!,2025-02-16 23:43:48,3.26.0,Her,0,0,0,0,0,0,0,0,1,0,12
82,Mistress Barbien,Nice one,5,0,2024-09-19 11:46:08,"Thanks for the feedback! We’re thankful to have you as a valued member of the SCRUFF community.
Lucas
Tier II Customer Support Associate
Perry Street Software, Inc.",2024-09-19 21:12:03,,Scruff,0,0,0,0,0,0,0,0,1,0,2
83,Steven Parrott,Just trying for the first time,5,0,2024-11-13 03:40:37,,,24.07.00,Ourtime,0,0,0,0,0,0,0,0,0,0,6
84,Iirna,why i need to pay for it 😭 so expensive,1,1,2025-01-18 05:43:32,"Thanks for the feedback and I'm sorry to hear that you're frustrated with the experience. We try to keep all important features free - swiping, making & receiving likes, Communities and messaging. We are a small team with limited resources, but we hope you get value and are able to meet someone through all our free features.",2025-01-19 22:31:11,3.25.3,Her,1,0,0,0,0,1,0,0,0,1,10
85,Francisca,I can't login into the app anymore and anytime I try it says I should contact the support team for assistance why,1,1,2023-11-05 21:16:55,,,1.64.3.3,Mutual,0,0,1,0,0,0,0,1,0,1,22
86,Alexa White,"You only get 5 matches a day. Half of them are not even approved users yet. Many of them do not meet the most basic criteria one looks for in a relationship - kids. The app is completely unable to give me matches who have the same outlook on kids. When I did match with someone and sent a message, they must have immediately unmatched, because there's no record of the message or the match. Unusable, poor matches. Response to the developer's comment - kids are a deal-breaker, not optional.",1,7,2023-12-28 21:30:42,"Hi Alexa - Thanks for the review. Our system uses your Preferences as Preferences and not a hard filter. It also depends on how many people we have in your area. If you run low on Prospects in your area, you'll see Prospects that fit some Preferences and not all. Please reach out to support@theleague.com if you have any questions.",2023-12-28 20:18:50,1.87.0,League,0,0,1,0,1,0,0,0,0,1,90
87,Dan Daman,App is extremely buggy.,1,0,2024-05-09 12:54:48,"We're sorry to hear you're not enjoying our app, Tami! We recommend deleting and reinstalling it to make sure you're using the latest version available. If the issue still persists, please let our customer support team know who'll be happy to help you with the app. Thanks for your feedback!",2024-05-10 14:42:13,5.3.4,Christian_Mingle,0,0,1,0,0,0,0,0,0,1,4
88,Theresa Kopitzke,"I get a match every few days. Most never communicate after the initial match. The only 2 people I've communicated with have exceptionally neurodivergent, leading to bizarre exchanges and one very odd date. I can't imagine paying thousands of dollars for this. I had hoped this app would be an alternative to many others, as there is a vetting process for being on the platform. Although with other apps, you need to be careful regarding others' intentions, at least it's very easy to secure dates.",1,59,2023-04-26 04:00:26,Hello Theresa - thank you for your review. All Memberships and in-app purchases are completely optional. In regard to Matches not responding many League users choose to focus on several Matches at a time. You are welcome to contact support@theleague.com or your concierge if you would like tips regarding messaging your Matches. Thanks!,2023-05-01 17:52:52,1.37.1,League,0,0,0,0,1,1,0,0,0,1,85
89,James Moore,Can't even start a profile,1,0,2024-03-04 08:11:45,"We're sorry to hear about the trouble you're experiencing with starting a profile on Christian Mingle, James. Our team is here to help you get started smoothly. If you encounter any issues or need assistance, please reach out to our support team, and we'll guide you through the process. Thank you!",2024-03-04 14:43:56,5.3.4,Christian_Mingle,0,0,1,0,0,0,0,0,0,1,5
90,Kelvin Elvis Massicotte,Great app..,5,0,2021-11-25 21:08:14,Hi Kelvin! We're so happy you're enjoying the app. Thank you for your positive review!,2021-12-01 05:44:42,4.4.1,JSwipe,0,0,0,0,0,0,0,0,1,0,2
91,AJ Spaulding,It cost to much money for what you get,2,4,2024-07-20 19:25:42,"SCRUFF offers a service rich in features and functions in both the paid and free version. If you have any questions about SCRUFF Pro, contact us! Launch SCRUFF and tap the Account icon (top menu bar), then select ""Contact SCRUFF Support"" in Settings. You can also visit support.scruff.com and submit a request.",2024-07-23 12:58:59,7.28.0,Scruff,0,0,0,0,0,1,0,0,0,1,9
92,nura garba,So goods these app is,4,0,2025-03-04 10:35:49,We appreciate your kind words. 🙌,2025-03-04 11:55:18,5.407.0,Bumble,0,0,0,0,0,0,0,0,1,0,5
93,eduardo juarez,"Realmente no la recomiendo, la app te invita a pagar todo el tiempo y cuando lo haces no hay ninguna diferencia real, el algoritmo está roto en otras apps de citas he tenido mejores resultados sin necesidad de pagar.",1,0,2025-03-08 14:35:21,,,,Tinder,0,0,1,0,0,1,0,0,0,1,39
94,Muyeed Hasan Pantho,I found it a very commercial,4,0,2025-03-08 18:16:15,,,16.2.1,Tinder,0,0,0,0,0,1,0,0,0,1,6
95,John Doe,It's pretty okay I just downloaded it but it pretty decent so far 😀,5,0,2024-10-18 18:34:27,"Hello, welcome and thanks for the feedback! Take your time to explore our app. We will be happy to hear how you like it once you've tried it out properly.",2024-10-20 14:51:10,4.0.0,Zoe,1,0,0,0,0,0,0,0,1,0,14
96,Troy Beers,No glitches that I've seen. #1 quality. I like it.,5,0,2024-12-21 17:48:25,,,24.07.00,Ourtime,0,1,0,0,0,0,0,0,1,0,10
97,James Giles,"This is a breeding ground for identity theft they use Unfair and deceptive acts and they steel your personal information by closing your account causing you to create a new one, but they refuse to delete your personal info from the account claiming you have to verify yourself. To open an account with bumble is easy no ID required just an email and a phone number no ID required to use your credit card and now I'm being required to provide ID to remove my info and close my account DO NOT USE!!!!!!",1,1,2025-03-04 15:48:13,"Hello James! Thanks for taking the time to leave a review, we appreciate your feedback and are sorry you feel this way. We follow our Privacy Policy (www.bumble.com/privacy-policy), but if you have any questions or additional requests regarding your data, please contact us at bumble.com/contact; we're available to help.",2025-03-05 09:24:29,,Bumble,0,0,1,0,1,0,0,1,0,1,93
98,Ntando Lungisa Nozewu,i can't login into into my account anymore,1,1,2025-03-03 03:39:20,,,9.67.0,Hinge,0,0,1,0,0,0,0,1,0,1,8
99,Cruzito Adams,Great,5,0,2025-02-15 06:40:53,Thank you for the kind review! We're delighted to hear you're enjoying Taimi. Your Taimi Team 🌈,2025-02-15 06:50:14,5.1.342,Taimi,0,0,0,0,0,0,0,0,1,0,1
100,Elinor Eliyahu,"Doesn't allow access at all, constant bugs , constant issues",1,0,2023-05-29 19:25:35,,,,JSwipe,0,0,1,0,0,0,0,0,0,1,10
101,Kevin,it is really cool so far.,5,0,2023-09-28 04:15:36,,,1.63.5.7,Mutual,0,0,0,0,0,0,0,0,1,0,6
102,knight wolf,Cool,5,0,2024-09-25 19:29:41,"Dear, we're happy to have you as a part of our community!💡Thank you for the review.",2024-09-26 09:22:25,3.21.3,Zoe,0,0,0,0,0,0,0,0,0,1,1
103,Anjali B,Cool exprnc... Got some cool frnds.. Thnq bumble 🙏,4,0,2025-03-07 11:42:51,Aww. Thank you! We'll make sure to share this with our team. 🐝,2025-03-07 13:24:24,5.407.0,Bumble,1,0,0,1,0,0,0,0,1,0,9
104,Giovanna,There are definitely some glitches to the app but I had a great experience overall. Found my hubby there and now we're sealed for eternity. Definitely worth giving it a go!,4,0,2023-10-24 21:04:08,,,,Mutual,0,1,0,1,0,0,0,0,1,0,31
105,Terry A.,I don't get any likes for days. The minute after my subscription runs out...7 likes show up that I can't see. Lol,1,1,2025-03-07 08:26:34,"Bumble has a huge community of members from all over the world, and has helped create countless love stories. We understand how frustrating it can be, but we urge you to keep going and not lose hope. We're here to support you on @BumbleSupport! 💛",2025-03-07 13:20:22,5.408.0,Bumble,0,0,1,0,1,1,0,0,0,1,22
106,Khushi S,I am unable to add photos despite granting the application access to my photos and camera.,1,0,2025-02-28 04:46:20,,,9.67.0,Hinge,0,0,1,0,0,0,0,0,0,1,16
107,Brandon Shahib,"absolutely awful scam, overpriced images so you can talk to fake profiles just like many other dating apps. don't use this",1,5,2023-04-25 19:29:31,"We are very sorry to hear this. We are working hard to improve our system to prevent fake people from joining us and review the profiles strictly. Please report them directly once you find. If you have any suggestions on how to improve this, please send it to
AppService@millionairematch.com. We apologize for any inconvenience and thank you.",2023-04-28 02:59:46,8.4.6,Millionaire Match,0,0,0,0,1,1,1,0,0,1,21
108,Quinton Turner,"I set my location to Austin, TX, and distance up to 100 miles, yet I'm being shown profiles from other states. Verification keeps failing.",1,1,2025-03-02 09:53:53,,,9.67.0,Hinge,0,0,1,0,0,0,0,0,0,1,24
109,Glen Morton,Terrible..senior match refused to complete my app,1,1,2022-09-18 12:49:06,"Dear user, thanks for reaching out to us. In fact, we have some free features such as spark, unlimited replies to messages, moment, etc. If you have any questions, you can send your request to support@seniormatch.com and include the email.
",2022-09-21 06:42:26,,Senior_Match,0,0,0,0,1,0,0,0,0,1,7
110,steve boldison,Because there isnt a zero rating I have to reluctantly had to give it 1*. This app is atrocious. What a carry on over the last 2 hours. Loads of error messages. Stuffed with ads. Obviously so you subscribe. Has the reverse effect on me. Plus I will never upload the SHIEN app on principal. It's a shocker to get out of once it comes up and at the most inappropriate moment. I will persevere until another app comes along. Fortunately I have a bank of regular meets. Nightmare if you're newto Grindr,1,0,2025-03-07 16:13:30,"¡Hola steve boldison! Gracias por ponerte en contacto con nosotros. Visita grindr.me/supportform para compartir más detalles o, en tu aplicación Grindr, accede a Configuración > Ayuda > Ponerse en contacto para obtener asistencia directa. Gracias por formar parte de la comunidad Grindr.",2025-03-08 00:18:13,25.2.0,Grindr,0,0,1,0,1,1,0,0,0,1,93
111,Z W,From giving 24hr boosts to 1hr boosts and sometimes your profile is shown to absolutely no one during the 1 hour boost :/ Even the gold membership sucks. App also has long down times every time they try to add a new feature.,1,10,2025-01-23 23:36:14,,,8.35.1a,Muzz,0,0,1,0,0,1,0,0,0,1,43
112,Jon Green,"This used to be an amazing app, but it's gone down hill recently. There has been an influx of meth users and women on the app and no matter how much you report nothing is done. And if you're going to allow women on app for gay men to find gay men then you should allow unlimited blocks or a way to filter them out. Why am I on here if I can't even find the men I added this app to look for?",1,1,2024-11-01 20:42:53,"SCRUFF is an inclusive community of all kinds of people from all walks of life! If you would like to talk with our support team, launch SCRUFF and tap the Account icon (top menu bar), then select ""Contact SCRUFF Support"" in Settings. You can also visit support.scruff.com and submit a request.",2024-11-02 14:52:15,7.36.0,Scruff,0,0,1,0,1,0,0,0,0,1,84
113,Carli Georgia,Not worth it. They just wanna make money off of you. Don't even bother.,1,0,2025-03-04 02:31:19,,,,Hinge,0,0,0,0,0,1,0,0,0,1,14
114,rhysowyn branton,"Terrible, so many adverts. This app used to be ok but now it is unusable if I could give minus stars I would",1,2,2025-03-08 02:07:49,"¡Hola rhysowyn branton! Gracias por ponerte en contacto con nosotros. Visita grindr.me/supportform para compartir más detalles o, en tu aplicación Grindr, accede a Configuración > Ayuda > Ponerse en contacto para obtener asistencia directa. Gracias por formar parte de la comunidad Grindr.",2025-03-09 00:18:47,25.2.0,Grindr,0,0,1,0,0,0,0,0,0,1,23
115,Kathleen Wood,It's not limited to subscribers only. There are a lot of people that don't pay the money and they can't message you back without paying me more money,2,0,2024-10-23 11:47:07,,,24.06.00,Ourtime,0,0,0,0,1,1,0,0,0,1,28
